,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Order_Hour,Order_Min,Picked_Hour,Picked_Min
5368,35.0,4.5,Sandstorms,Low,1,Drinks,motorcycle,,No,Metropolitian,26,08,50,08,55
5369,26.0,4.7,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,29,15,20,15,30
5370,29.0,4.7,Fog,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,20,23,30,23,40
5371,38.0,5.0,Sandstorms,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,22,22,35,22,40
5372,30.0,4.9,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,36,17,40,17,50
5373,39.0,4.9,Windy,Low,1,Buffet,scooter,1.0,No,Metropolitian,24,09,35,09,45
5374,21.0,4.9,Windy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,14,23,50,24,05
5375,38.0,4.9,Sunny,Jam,1,Buffet,scooter,1.0,No,Urban,29,20,40,20,55
5376,20.0,5.0,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,26,21,15,21,30
5377,32.0,4.3,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,29,10,25,10,30
5378,25.0,4.6,Sunny,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,24,0.833333333,,20,15
5379,36.0,4.8,Cloudy,Low,1,Buffet,scooter,0.0,No,Urban,15,09,20,09,30
5380,29.0,4.8,Windy,High,2,Snack,scooter,0.0,No,Urban,15,13,25,13,35
5381,25.0,4.8,Windy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,16,17,35,17,45
5382,33.0,4.8,Sunny,Jam,1,Snack,motorcycle,1.0,No,Urban,15,19,50,20,05
5383,26.0,4.9,Sandstorms,Medium,1,Buffet,motorcycle,0.0,No,Urban,16,18,20,18,30
5384,21.0,4.6,Stormy,Medium,2,Meal,scooter,0.0,No,Metropolitian,18,0.791666667,,19,10
5385,31.0,4.8,Stormy,High,2,Drinks,scooter,1.0,No,Metropolitian,29,0.625,,15,15
5386,36.0,4.7,Sunny,Jam,1,Buffet,scooter,1.0,No,Metropolitian,17,21,40,21,50
5387,32.0,4.4,Fog,Jam,1,Snack,motorcycle,2.0,No,,38,20,25,20,40
5388,35.0,4.9,Sunny,Medium,1,Meal,scooter,1.0,No,Metropolitian,18,17,35,17,40
5389,20.0,4.8,Windy,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,20,20,20,20,25
5390,39.0,4.8,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,32,18,10,18,25
5391,39.0,5.0,Sunny,Low,1,Meal,scooter,0.0,No,Metropolitian,18,08,30,08,45
5392,29.0,4.0,Stormy,Low,0,Meal,motorcycle,1.0,No,Urban,25,09,20,09,30
5393,37.0,4.5,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,48,19,15,19,20
5394,26.0,4.6,Stormy,Jam,2,Meal,scooter,0.0,No,Metropolitian,29,19,30,19,45
5395,37.0,4.9,Fog,Jam,1,Meal,scooter,1.0,No,Metropolitian,38,0.833333333,,20,15
5396,25.0,4.5,Windy,Low,1,Meal,motorcycle,0.0,No,Urban,10,1,,24,15
5397,20.0,5.0,Cloudy,Medium,2,Drinks,motorcycle,1.0,No,Urban,16,16,35,16,45
5398,29.0,4.9,Fog,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,36,20,25,20,40
5399,25.0,4.6,Sandstorms,Medium,2,Snack,scooter,1.0,No,Urban,18,18,45,0.791666667,
5400,29.0,4.8,Cloudy,Low,1,Drinks,scooter,0.0,No,Urban,15,10,20,10,35
5401,28.0,4.7,Fog,Low,1,Meal,scooter,0.0,No,Metropolitian,16,22,45,0.958333333,
5402,22.0,4.9,Cloudy,Jam,0,Snack,motorcycle,2.0,No,Semi-Urban,46,20,30,20,35
5403,,,Cloudy,Medium,1,Buffet,scooter,1.0,Yes,Metropolitian,40,,,18,10
5404,38.0,4.8,Windy,Low,2,Drinks,electric_scooter,1.0,No,Urban,20,0.375,,09,10
5405,34.0,4.7,Stormy,High,2,Meal,scooter,1.0,No,Metropolitian,25,13,10,13,25
5406,30.0,4.1,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,30,22,50,22,55
5407,37.0,4.3,Sandstorms,Medium,2,Buffet,scooter,1.0,No,Metropolitian,35,18,25,18,40
5408,34.0,3.5,Fog,Low,1,Snack,scooter,1.0,No,Metropolitian,35,23,15,23,30
5409,37.0,3.8,Windy,Jam,1,Snack,scooter,1.0,No,Metropolitian,35,0.833333333,,20,05
5410,21.0,4.9,Sunny,High,1,Buffet,scooter,0.0,No,Urban,13,0.5,,12,10
5411,33.0,4.1,Fog,Low,2,Meal,scooter,1.0,No,Metropolitian,39,22,10,22,25
5412,36.0,3.7,Sandstorms,Jam,1,Meal,scooter,1.0,No,Metropolitian,42,19,20,19,30
5413,29.0,4.9,Sandstorms,Low,1,Drinks,scooter,1.0,No,Urban,13,10,30,10,40
5414,35.0,4.7,Sunny,Low,1,Drinks,scooter,0.0,No,,15,0.458333333,,11,05
5415,30.0,4.6,Cloudy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,18,18,35,18,45
5416,34.0,3.8,Windy,Jam,1,Meal,scooter,0.0,Yes,Metropolitian,40,21,35,21,40
5417,27.0,4.8,Fog,Low,2,Snack,scooter,1.0,No,,16,08,35,08,45
5418,,,,,3,Drinks,motorcycle,0.0,No,Metropolitian,23,,,09,05
5419,33.0,4.9,Sandstorms,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,29,0.916666667,,22,15
5420,27.0,4.7,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,29,21,30,21,45
5421,28.0,4.4,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Urban,15,09,40,09,50
5422,27.0,4.1,Fog,Jam,1,Meal,scooter,0.0,No,Metropolitian,31,20,35,20,45
5423,23.0,4.8,Sunny,Jam,2,Snack,scooter,1.0,No,Metropolitian,20,21,30,21,40
5424,25.0,5.0,Stormy,Low,2,Buffet,scooter,0.0,No,Urban,14,08,50,09,05
5425,24.0,4.9,Sunny,Jam,2,Drinks,scooter,1.0,No,Urban,11,20,30,20,35
5426,29.0,5.0,Sunny,Jam,2,Buffet,motorcycle,0.0,No,Metropolitian,23,20,35,20,50
5427,26.0,4.8,Windy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,25,19,30,19,40
5428,38.0,4.2,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Urban,41,19,45,0.833333333,
5429,37.0,4.6,Fog,Low,2,Meal,scooter,1.0,No,Urban,15,08,35,08,50
5430,37.0,4.7,Sandstorms,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,45,19,25,19,40
5431,39.0,4.9,Sandstorms,Jam,0,Buffet,motorcycle,0.0,No,Urban,39,0.875,,21,05
5432,25.0,4.9,Stormy,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,21,16,30,16,45
5433,39.0,4.1,Stormy,Jam,0,Drinks,motorcycle,1.0,Yes,Urban,54,19,15,19,30
5434,30.0,4.6,Stormy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,22,10,35,10,50
5435,21.0,4.3,Fog,High,1,Meal,motorcycle,1.0,No,Metropolitian,33,11,10,11,25
5436,32.0,4.6,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,28,0.458333333,,11,10
5437,30.0,4.8,Sunny,Low,1,Drinks,motorcycle,1.0,No,Urban,28,22,40,22,45
5438,22.0,4.6,Fog,High,2,Drinks,scooter,1.0,No,Urban,30,11,40,11,55
5439,35.0,4.8,Fog,Jam,0,Buffet,motorcycle,2.0,Yes,Metropolitian,48,19,50,20,05
5440,34.0,4.7,Sandstorms,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,37,18,50,0.791666667,
5441,,,Fog,High,1,Snack,scooter,1.0,No,Metropolitian,24,,,14,30
5442,38.0,4.7,Sandstorms,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,27,10,25,10,35
5443,30.0,4.6,Sunny,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,32,18,35,18,45
5444,32.0,4.9,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,27,1,,24,05
5445,24.0,4.4,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Urban,43,19,10,19,15
5446,25.0,4.0,Sandstorms,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,37,18,10,18,15
5447,38.0,4.9,Fog,Low,2,Snack,scooter,1.0,No,Metropolitian,15,08,20,08,35
5448,32.0,3.5,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Urban,32,21,10,21,20
5449,23.0,4.6,Sunny,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,33,19,55,0.833333333,
5450,38.0,4.3,Sunny,Jam,0,Drinks,motorcycle,1.0,Yes,Metropolitian,43,20,15,20,20
5451,22.0,4.4,Stormy,High,0,Drinks,motorcycle,1.0,Yes,Urban,39,0.625,,15,05
5452,28.0,4.8,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,26,20,20,20,35
5453,34.0,4.7,Fog,Low,1,Meal,motorcycle,0.0,No,Urban,17,0.416666667,,10,15
5454,39.0,4.9,Stormy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,29,23,50,24,05
5455,39.0,4.8,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,30,20,45,0.875,
5456,37.0,5.0,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23,09,25,09,35
5457,26.0,4.9,Fog,Low,2,Buffet,electric_scooter,1.0,No,Urban,14,1,,24,05
5458,20.0,4.5,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Urban,25,20,50,20,55
5459,37.0,4.6,Sunny,Medium,2,Meal,electric_scooter,0.0,No,Urban,18,15,35,15,45
5460,24.0,4.5,Fog,Low,2,Buffet,electric_scooter,1.0,No,Urban,10,22,25,22,35
5461,33.0,4.6,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,28,10,55,11,05
5462,38.0,4.0,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Urban,32,21,30,21,45
5463,29.0,4.6,Windy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,18,18,10,18,25
5464,37.0,3.5,Stormy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,38,17,55,18,10
5465,32.0,4.1,Sandstorms,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,34,21,30,21,35
5466,36.0,4.6,Fog,High,0,Drinks,motorcycle,1.0,No,Metropolitian,26,11,55,12,05
5467,21.0,4.9,Sunny,Low,2,Snack,motorcycle,1.0,No,Metropolitian,18,08,30,08,35
5468,26.0,4.7,Stormy,High,0,Buffet,motorcycle,1.0,No,Urban,23,13,30,13,35
5469,22.0,4.6,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Metropolitian,27,17,10,17,20
5470,26.0,4.7,Windy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,13,08,10,08,15
5471,21.0,4.7,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Metropolitian,20,15,25,15,30
5472,,,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,,27,,,0.833333333,
5473,37.0,4.8,Cloudy,High,1,Buffet,motorcycle,1.0,No,Metropolitian,28,11,45,11,55
5474,28.0,4.8,Sandstorms,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,28,17,45,17,50
5475,35.0,4.8,Sunny,Medium,2,Buffet,scooter,1.0,No,,16,16,30,16,45
5476,29.0,4.5,Windy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,29,21,35,21,50
5477,22.0,4.8,Windy,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,29,16,10,16,15
5478,33.0,4.2,Fog,Jam,1,Snack,motorcycle,1.0,No,Urban,34,20,25,20,40
5479,21.0,4.8,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,30,20,15,20,30
5480,39.0,4.7,Sunny,Jam,1,Buffet,scooter,0.0,No,Metropolitian,17,19,40,19,50
5481,29.0,4.6,Windy,High,0,Meal,motorcycle,1.0,No,Metropolitian,27,13,55,14,10
5482,35.0,4.5,Stormy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,27,0.833333333,,20,15
5483,32.0,4.1,Sandstorms,High,1,Drinks,motorcycle,0.0,No,Urban,34,11,30,11,45
5484,38.0,4.8,Cloudy,Medium,2,Meal,scooter,1.0,No,Metropolitian,17,18,35,18,50
5485,36.0,4.0,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,31,17,25,17,40
5486,20.0,5.0,Sunny,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,10,17,45,17,50
5487,35.0,4.3,Windy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,28,10,20,10,25
5488,20.0,4.7,Stormy,High,0,Snack,motorcycle,0.0,No,Metropolitian,23,0.5,,12,15
5489,21.0,4.7,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,40,21,15,21,30
5490,21.0,4.7,Cloudy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,33,21,35,21,40
5491,31.0,4.2,Cloudy,Medium,1,Buffet,scooter,0.0,No,Metropolitian,43,17,30,17,45
5492,30.0,4.8,Cloudy,Jam,1,Snack,scooter,1.0,Yes,Metropolitian,47,19,15,19,25
5493,39.0,4.6,Stormy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,23,10,30,10,45
5494,36.0,4.8,Fog,High,2,Meal,scooter,1.0,No,Metropolitian,30,11,35,11,40
5495,31.0,4.7,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,29,19,35,19,40
5496,25.0,4.3,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,28,22,45,22,50
5497,30.0,4.4,Stormy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,31,18,10,18,25
5498,39.0,4.7,Stormy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,28,17,55,18,05
5499,29.0,4.5,Sandstorms,Medium,1,Meal,motorcycle,,No,Metropolitian,20,17,20,17,25
5500,22.0,4.8,Windy,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,25,16,45,16,50
5501,35.0,4.4,Cloudy,Jam,1,Buffet,scooter,0.0,No,Metropolitian,38,20,30,20,35
5502,37.0,4.5,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Urban,29,1,,24,05
5503,31.0,4.0,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,37,19,15,19,20
5504,34.0,4.8,Sunny,Jam,2,Drinks,scooter,1.0,No,Metropolitian,30,19,20,19,35
5505,20.0,4.9,Windy,Low,1,Snack,motorcycle,0.0,No,Urban,11,22,15,22,30
5506,24.0,4.8,Fog,High,0,Drinks,motorcycle,1.0,No,Metropolitian,27,13,15,13,20
5507,38.0,4.8,Windy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,28,21,50,0.916666667,
5508,30.0,4.1,Windy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,34,15,25,15,30
5509,22.0,4.8,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,14,18,45,18,55
5510,31.0,4.6,Sunny,Jam,2,Buffet,scooter,0.0,No,Metropolitian,20,19,35,19,40
5511,38.0,4.7,Cloudy,High,0,Snack,motorcycle,1.0,No,Metropolitian,32,12,55,0.541666667,
5512,20.0,4.7,Windy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,28,12,55,0.541666667,
5513,31.0,4.9,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,30,19,50,19,55
5514,24.0,4.6,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,35,21,15,21,20
5515,26.0,4.5,Fog,Medium,0,Buffet,motorcycle,1.0,No,Urban,29,17,40,17,50
5516,31.0,4.9,Cloudy,Low,1,Buffet,scooter,1.0,No,Urban,19,10,15,10,30
5517,25.0,4.8,Windy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,28,20,40,20,45
5518,23.0,4.8,Sunny,High,1,Buffet,motorcycle,0.0,No,Urban,11,11,50,12,05
5519,26.0,4.8,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,21,18,20,18,35
5520,32.0,4.1,Stormy,Jam,0,Buffet,motorcycle,2.0,Yes,Metropolitian,46,21,50,21,55
5521,29.0,4.9,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,26,20,10,20,15
5522,38.0,4.3,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Urban,31,0.833333333,,20,15
5523,25.0,4.8,Stormy,Low,2,Drinks,motorcycle,1.0,No,Urban,14,09,50,09,55
5524,34.0,4.2,Sandstorms,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,36,20,50,0.875,
5525,32.0,4.6,Windy,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,27,18,25,18,35
5526,28.0,4.5,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,30,18,45,0.791666667,
5527,36.0,4.0,Cloudy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,44,17,15,17,30
5528,38.0,4.8,Fog,Medium,2,Buffet,scooter,1.0,No,Metropolitian,42,17,40,17,45
5529,20.0,4.9,Cloudy,Jam,1,Meal,scooter,1.0,No,Metropolitian,38,20,40,20,45
5530,37.0,4.8,Windy,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,27,18,40,18,45
5531,23.0,4.7,Cloudy,Medium,0,Snack,motorcycle,0.0,No,Urban,24,17,30,17,40
5532,21.0,4.9,Stormy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,24,20,30,20,40
5533,32.0,4.7,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,41,19,35,19,40
5534,,,Sandstorms,Low,1,Buffet,scooter,0.0,No,Metropolitian,11,,,09,35
5535,37.0,4.9,Cloudy,Low,0,Meal,motorcycle,1.0,No,Urban,24,10,25,10,30
5536,29.0,4.9,Stormy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,14,23,40,23,50
5537,,,Windy,Jam,0,Meal,motorcycle,1.0,No,Urban,31,,,21,50
5538,28.0,4.8,Windy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,16,17,40,17,50
5539,22.0,4.7,Cloudy,Low,1,Drinks,scooter,1.0,No,Metropolitian,27,23,25,23,40
5540,39.0,4.2,Stormy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,31,19,55,0.833333333,
5541,36.0,4.8,Cloudy,High,1,Buffet,scooter,1.0,No,Metropolitian,28,12,35,12,50
5542,24.0,4.9,Stormy,High,1,Drinks,scooter,1.0,,,10,11,40,11,45
5543,38.0,3.8,Sunny,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,34,20,40,20,55
5544,,,Windy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,29,,,22,55
5545,33.0,4.8,Stormy,Low,1,Meal,scooter,,No,Metropolitian,21,22,30,22,35
5546,35.0,4.8,Windy,Low,2,Meal,scooter,1.0,No,Urban,24,23,30,23,40
5547,26.0,5.0,Cloudy,Medium,1,Meal,motorcycle,1.0,No,Urban,13,17,30,17,40
5548,27.0,4.9,Fog,Low,1,Meal,motorcycle,0.0,No,Metropolitian,29,22,25,22,30
5549,28.0,4.6,Fog,Jam,2,Meal,scooter,1.0,No,Urban,28,21,40,21,50
5550,28.0,3.3,Sunny,Low,2,Buffet,scooter,0.0,No,Metropolitian,42,22,20,22,25
5551,31.0,4.2,Windy,High,0,Buffet,motorcycle,2.0,No,Urban,41,14,15,14,20
5552,27.0,4.8,Sunny,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,18,22,15,22,30
5553,28.0,5.0,Windy,Low,1,Buffet,motorcycle,1.0,No,Urban,12,23,25,23,35
5554,33.0,4.1,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,29,23,45,23,55
5555,25.0,4.5,Stormy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,20,15,35,15,45
5556,35.0,4.7,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,46,19,45,19,50
5557,24.0,4.2,Fog,Jam,2,Meal,scooter,2.0,No,Urban,39,0.916666667,,22,15
5558,27.0,4.5,Stormy,Jam,1,Meal,motorcycle,,No,Urban,14,20,30,20,40
5559,35.0,4.7,Fog,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,46,18,25,18,30
5560,27.0,4.9,Sunny,Jam,2,Snack,scooter,1.0,No,Metropolitian,18,19,30,19,40
5561,36.0,4.5,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,30,0.833333333,,20,15
5562,31.0,5.0,Sunny,High,2,Buffet,electric_scooter,0.0,No,Metropolitian,16,0.625,,15,15
5563,26.0,4.8,Fog,High,1,Meal,motorcycle,1.0,No,Metropolitian,30,13,35,13,45
5564,28.0,4.7,Sunny,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,17,18,40,18,55
5565,,,Fog,Low,2,Drinks,scooter,0.0,No,Urban,20,,,23,40
5566,36.0,4.1,Stormy,Medium,2,Meal,scooter,1.0,No,Metropolitian,31,15,30,15,45
5567,33.0,4.7,Sandstorms,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,29,20,30,20,40
5568,35.0,4.7,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,53,21,10,21,20
5569,23.0,4.8,Cloudy,Medium,0,Buffet,motorcycle,0.0,No,Urban,37,17,30,17,35
5570,20.0,4.1,Windy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,17,0.958333333,,23,10
5571,35.0,4.3,Stormy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,45,19,25,19,30
5572,31.0,4.3,Fog,Medium,2,Meal,motorcycle,2.0,Yes,Metropolitian,44,0.791666667,,19,15
5573,28.0,4.9,Sandstorms,High,2,Snack,motorcycle,0.0,No,Metropolitian,24,11,25,11,35
5574,36.0,5.0,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,30,19,20,19,25
5575,25.0,4.7,Cloudy,Jam,2,Drinks,scooter,1.0,No,,29,19,30,19,45
5576,23.0,4.9,Windy,High,2,Drinks,electric_scooter,0.0,No,Metropolitian,26,12,50,0.541666667,
5577,27.0,4.7,Cloudy,Low,1,Buffet,motorcycle,1.0,No,Urban,10,23,35,23,45
5578,31.0,4.6,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,51,21,15,21,20
5579,21.0,4.2,Stormy,Low,0,Drinks,motorcycle,1.0,No,,20,09,10,09,20
5580,33.0,4.6,Fog,Medium,2,Meal,electric_scooter,0.0,No,Metropolitian,40,18,55,0.791666667,
5581,31.0,4.8,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Urban,26,19,25,19,35
5582,32.0,4.9,Sandstorms,High,1,Drinks,scooter,1.0,No,Metropolitian,29,11,55,0.5,
5583,21.0,4.5,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,38,19,50,19,55
5584,39.0,3.5,Stormy,Jam,1,Buffet,motorcycle,0.0,No,Urban,33,20,20,20,30
5585,37.0,4.8,Sunny,Jam,2,Drinks,scooter,0.0,No,Urban,21,21,15,21,20
5586,31.0,4.6,Stormy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,25,22,40,22,55
5587,33.0,5.0,Fog,Jam,0,Snack,motorcycle,1.0,Yes,Metropolitian,54,21,45,21,50
5588,,,Fog,Jam,2,Snack,scooter,2.0,Yes,Metropolitian,47,,,19,55
5589,29.0,4.9,Fog,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,35,18,15,18,30
5590,29.0,5.0,Sunny,Low,1,Snack,scooter,0.0,No,,15,23,50,23,55
5591,25.0,4.8,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,44,0.833333333,,20,15
5592,33.0,4.7,Sunny,Low,1,Snack,scooter,1.0,No,Metropolitian,19,09,35,09,45
5593,26.0,5.0,Sunny,Low,1,Buffet,motorcycle,0.0,No,,26,22,35,22,40
5594,28.0,4.7,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Urban,19,23,50,23,55
5595,37.0,5.0,Stormy,Jam,0,Buffet,motorcycle,1.0,Yes,Metropolitian,53,19,15,19,25
5596,26.0,4.8,Windy,Medium,2,Buffet,scooter,0.0,No,Metropolitian,27,18,45,0.791666667,
5597,38.0,4.9,Fog,Low,0,Snack,motorcycle,1.0,No,Urban,24,0.416666667,,10,10
5598,30.0,4.6,Stormy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,26,23,25,23,40
5599,32.0,4.9,Fog,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,41,21,50,21,55
5600,27.0,4.9,Stormy,Low,1,Snack,scooter,1.0,No,Metropolitian,19,0.375,,09,15
5601,23.0,4.9,Fog,Medium,1,Drinks,scooter,1.0,No,Metropolitian,39,0.75,,18,15
5602,35.0,4.6,Fog,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,42,21,40,21,50
5603,35.0,4.8,Sunny,Jam,1,Buffet,scooter,1.0,No,Metropolitian,22,0.916666667,,22,10
5604,35.0,4.3,Sandstorms,Jam,2,Snack,scooter,1.0,No,Metropolitian,36,19,40,19,55
5605,,,Sandstorms,Medium,1,Snack,scooter,0.0,No,Urban,21,,,16,05
5606,20.0,4.8,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,24,17,10,17,20
5607,28.0,4.6,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,29,20,50,0.875,
5608,28.0,4.8,Stormy,High,1,Drinks,scooter,1.0,No,Urban,15,14,55,15,05
5609,27.0,4.8,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,15,22,25,22,35
5610,24.0,4.7,Sunny,Medium,2,Drinks,electric_scooter,0.0,No,Metropolitian,17,17,20,17,25
5611,39.0,4.4,Sunny,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,31,18,25,18,35
5612,28.0,5.0,Cloudy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,24,23,35,23,50
5613,39.0,4.1,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,38,21,50,0.916666667,
5614,34.0,4.3,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,34,17,20,17,25
5615,29.0,4.8,Windy,High,1,Drinks,scooter,0.0,No,Metropolitian,18,11,50,0.5,
5616,29.0,5.0,Fog,High,2,Drinks,scooter,1.0,No,Metropolitian,28,0.541666667,,13,10
5617,31.0,4.7,Cloudy,Low,2,Meal,motorcycle,1.0,No,Metropolitian,18,23,20,23,30
5618,35.0,4.1,Stormy,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,38,17,25,17,40
5619,25.0,4.9,Fog,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,13,15,15,15,30
5620,38.0,4.4,Fog,Medium,2,Drinks,motorcycle,1.0,No,,33,17,40,17,50
5621,,,Stormy,Low,0,Meal,motorcycle,1.0,No,Urban,25,,,08,25
5622,36.0,4.9,Cloudy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,27,14,45,14,50
5623,37.0,4.6,Stormy,Medium,1,Buffet,scooter,1.0,No,Urban,20,18,45,18,50
5624,28.0,4.3,Stormy,Low,0,Buffet,motorcycle,1.0,No,Urban,29,10,30,10,45
5625,25.0,4.9,Sandstorms,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,12,23,55,24,10
